text,label
"Bhai KYC pending hai, link khol ke abhi documents upload karo.",KYC Scam
"Sir account KYC incomplete hai, turant verify nahi kiya toh service band hogi.",KYC Scam
Your wallet will stop working unless you complete the KYC update today.,KYC Scam
Identity verification has expired. Submit your PAN and Aadhaar details now.,KYC Scam
Your KYC deadline is approaching; click the verification page to continue.,KYC Scam
Account compliance is incomplete. Complete the requested KYC process immediately.,KYC Scam
Your mobile banking access may be restricted because KYC is overdue.,KYC Scam
Re-verify your customer identity through the link in this message.,KYC Scam
Your KYC status could not be confirmed. Upload identity documents again.,KYC Scam
Complete your KYC renewal now to prevent temporary account suspension.,KYC Scam
Bank profile verification is pending. Confirm your identity through the supplied portal.,KYC Scam
Your KYC has been flagged for review. Update your details within 30 minutes.,KYC Scam
Wallet verification is overdue. Submit your identity information to restore access.,KYC Scam
Your account requires urgent KYC confirmation to remain active.,KYC Scam
Your PAN-linked KYC needs an immediate update through the attached page.,KYC Scam
Complete KYC now or UPI services may be disabled.,KYC Scam
Your customer verification has expired according to this alert. Re-submit the required documents.,KYC Scam
Account compliance requires fresh KYC. Follow the verification instructions immediately.,KYC Scam
Your identity check is incomplete and your account could be frozen today.,KYC Scam
Use this KYC update page to keep your banking services active.,KYC Scam
Your KYC request was rejected. Upload your documents again using this link.,KYC Scam
Re-verification is mandatory today to prevent your wallet from being blocked.,KYC Scam
Your account will be restricted until the pending KYC process is completed.,KYC Scam
KYC update required urgently; do not delay the verification.,KYC Scam
Your bank profile needs identity confirmation. Complete the KYC request now.,KYC Scam
Your KYC renewal link expires in one hour. Verify your documents immediately.,KYC Scam
Please complete your KYC using the provided portal to avoid account suspension.,KYC Scam
Your account has a pending compliance issue. Resolve it by submitting KYC details.,KYC Scam
Your digital wallet requires KYC re-verification before transactions can continue.,KYC Scam
Urgent KYC notice: update your identity details through the supplied link.,KYC Scam
Your account verification is incomplete and must be finished today.,KYC Scam
KYC verification failed for your profile. Re-submit your documents immediately.,KYC Scam
Complete the KYC process now to prevent your account from being disabled.,KYC Scam
Your account needs Aadhaar and PAN verification through this KYC link.,KYC Scam
Your KYC status is pending. Confirm your identity before the stated deadline.,KYC Scam
Re-KYC required immediately for continued access to your account.,KYC Scam
Your wallet compliance check is incomplete. Update KYC now.,KYC Scam
Your banking account may be blocked if KYC is not completed through this page.,KYC Scam
Confirm your KYC details immediately to restore full account access.,KYC Scam
Your account had a suspicious login. Sign in through this page to secure it.,Phishing
Confirm your email credentials using the supplied verification portal.,Phishing
Your password expires today. Log in through the included page to keep access.,Phishing
Unusual activity was detected. Verify your account through the attached sign-in page.,Phishing
Your mailbox requires authentication. Enter your credentials on the provided portal.,Phishing
Security alert: confirm your username and password within the next hour.,Phishing
Your session has expired. Sign in again using the verification page below.,Phishing
An unknown device accessed your profile. Confirm your credentials immediately.,Phishing
Your account is under review. Authenticate through the provided login page.,Phishing
Verify your email account now to prevent temporary access restrictions.,Phishing
"Bhai login issue aa raha hai, is link se account verify kar de.",Phishing
Your webmail account needs immediate confirmation after a recent login attempt.,Phishing
Security verification requires you to sign in through this supplied page.,Phishing
Your online account will be restricted unless you re-enter your login credentials.,Phishing
Confirm the recent login by signing in through the attached portal.,Phishing
Your password needs verification because of unusual account activity.,Phishing
Authenticate your profile now to review a security alert.,Phishing
Your account protection check is pending. Use the included login page.,Phishing
We detected a new browser on your account. Verify your identity through this page.,Phishing
Your session could not be verified. Sign in again through the supplied link.,Phishing
Email storage warning: authenticate your account through the provided portal.,Phishing
Confirm your credentials now to prevent your account from being locked.,Phishing
Your security review requires a fresh login through this verification page.,Phishing
Unrecognized login detected. Sign in immediately to secure your profile.,Phishing
Your account requires credential verification after a suspicious login attempt.,Phishing
Verify your email address through the enclosed page to restore access.,Phishing
Sign in using the supplied portal to confirm the security notification.,Phishing
Your online banking login needs verification following an unusual activity alert.,Phishing
Your account will remain restricted until you authenticate through the provided page.,Phishing
Re-enter your username and password to complete the security verification.,Phishing
Your profile was accessed from a new device. Confirm the login through this page.,Phishing
Security team requires immediate credential confirmation.,Phishing
Your email account needs re-authentication. Use the attached sign-in portal.,Phishing
Please validate your account by logging in through the link in this message.,Phishing
Your credentials must be confirmed to continue using the service.,Phishing
Unusual sign-in detected; authenticate now using the supplied page.,Phishing
Your account security check is incomplete. Sign in to complete it.,Phishing
Verify your login details before the security session expires.,Phishing
Your account has a pending security alert. Confirm credentials immediately.,Phishing
Sign in through the enclosed portal to review the detected login attempt.,Phishing
Your password was reported as compromised. Confirm your identity through this page.,Phishing
Authentication required now to keep your account active.,Phishing
Confirm your account details through the supplied login page.,Phishing
Your profile needs urgent credential verification after a new-device login.,Phishing
Security verification failed. Sign in again using the attached portal.,Phishing
Your account access requires confirmation through this page.,Phishing
Complete the security login check immediately to avoid suspension.,Phishing
Your email session needs verification following unusual activity.,Phishing
Verify your credentials through the included portal before access is restricted.,Phishing
Send me the OTP that just arrived so I can complete your transaction.,OTP Scam
Your refund needs the six-digit code from your phone.,OTP Scam
Share the verification code immediately or the payment will fail.,OTP Scam
"Bhai OTP bhej de, transaction complete karna hai.",OTP Scam
Support needs the OTP you received to verify your account.,OTP Scam
Tell me the latest code from your SMS to release the payment.,OTP Scam
Your one-time password is required to unblock this transaction.,OTP Scam
Forward the code from your phone and the refund will be processed.,OTP Scam
Give me the OTP now so I can confirm your identity.,OTP Scam
An agent is waiting for the verification code from your mobile.,OTP Scam
Please dictate the OTP you received for the pending transfer.,OTP Scam
Your payment is stuck; share the SMS code to finish it.,OTP Scam
OTP bata do warna transaction cancel ho jayega.,OTP Scam
Send the latest verification code to complete the security check.,OTP Scam
Your bank generated an OTP for this request. Reply with the digits.,OTP Scam
Share the one-time password with our support executive.,OTP Scam
The code in your latest SMS is required to process your refund.,OTP Scam
Send the six-digit OTP immediately to avoid account suspension.,OTP Scam
Tell me the code you received on your registered mobile number.,OTP Scam
Your transaction cannot proceed until you provide the OTP.,OTP Scam
Please forward the verification SMS so we can confirm the payment.,OTP Scam
"Sir OTP share kar dijiye, payment release karna hai.",OTP Scam
Your OTP is needed to complete the account verification.,OTP Scam
Send the code from your phone to activate the transaction.,OTP Scam
Share the latest OTP and your pending payment will be completed.,OTP Scam
Your refund is waiting for OTP confirmation; send the code now.,OTP Scam
Provide the one-time password to cancel the failed transaction.,OTP Scam
Verification code required urgently for your pending payment.,OTP Scam
Send me the code that just arrived so the bank request can be approved.,OTP Scam
Your account verification needs the OTP from your phone.,OTP Scam
Approve this UPI collect request to receive your payment.,UPI Scam
Scan the QR code and enter your PIN to get the cashback.,UPI Scam
Your refund is waiting; accept the UPI request shown on your phone.,UPI Scam
Payment pending. Approve the collect request immediately.,UPI Scam
"Bhai collect request accept kar de, paisa receive ho jayega.",UPI Scam
Your merchant payment is on hold. Authorize the UPI request to release it.,UPI Scam
Enter your UPI PIN after scanning this QR to receive money.,UPI Scam
Confirm the UPI request now so the transfer can be completed.,UPI Scam
Your cashback cannot be credited until you approve the collect request.,UPI Scam
Accept this payment request to receive the amount.,UPI Scam
UPI transaction failed. Approve the new request to retry the payment.,UPI Scam
Scan the QR and confirm with your PIN to claim the refund.,UPI Scam
Your incoming payment requires approval in the UPI app.,UPI Scam
Approve the collect request to unlock the pending transfer.,UPI Scam
"Sir UPI request accept karo, tabhi payment credit hoga.",UPI Scam
Your prize payment requires a UPI approval.,UPI Scam
Authorize this UPI collect request before it expires.,UPI Scam
Confirm the payment request shown in your UPI application.,UPI Scam
Your account has an outstanding UPI request. Approve it to settle the transaction.,UPI Scam
Receive your refund by accepting the UPI request now.,UPI Scam
Scan this QR code to receive the money and enter your UPI PIN.,UPI Scam
UPI verification payment is pending. Approve the request immediately.,UPI Scam
Your merchant says the payment cannot be released until you accept the UPI request.,UPI Scam
Confirm this collect request to receive the promised cashback.,UPI Scam
Your payment gateway has sent a UPI request. Approve it now.,UPI Scam
Accept the UPI request to complete the refund transfer.,UPI Scam
UPI collect request pending. Authorize it before the timer expires.,UPI Scam
Scan the QR and enter your PIN to claim the transfer.,UPI Scam
Your incoming money is waiting for UPI approval.,UPI Scam
Approve this UPI payment request to complete the transaction.,UPI Scam
Your refund is pending. Confirm your bank details to receive the money.,Refund Scam
Refund failed because your account information needs to be updated.,Refund Scam
Provide your beneficiary details to release the pending refund.,Refund Scam
Your cancelled order refund is on hold. Submit your banking information now.,Refund Scam
Bhai refund ke liye account details bhej do.,Refund Scam
Your refund cannot be credited until you reconfirm your payment details.,Refund Scam
Update your bank information to process the outstanding refund.,Refund Scam
Refund department needs your account number to release the amount.,Refund Scam
Your return refund is pending verification. Confirm your financial details.,Refund Scam
Submit your bank details immediately because the refund is waiting.,Refund Scam
Your refund was rejected due to incomplete beneficiary information.,Refund Scam
Confirm the destination account for your pending refund.,Refund Scam
Refund processing requires your banking details to be re-entered.,Refund Scam
Your merchant refund is ready but cannot be sent without account confirmation.,Refund Scam
"Sir refund stuck hai, bank details confirm kar do.",Refund Scam
Provide the requested financial information to complete the refund.,Refund Scam
Your refund is on hold until you verify your account information.,Refund Scam
Confirm your beneficiary details now to receive the refund.,Refund Scam
The refund team needs additional banking information before releasing the payment.,Refund Scam
Your refund will expire unless you update the requested account details.,Refund Scam
Refund failed. Submit your account information again to continue.,Refund Scam
Your payment reversal needs bank details before it can be credited.,Refund Scam
Confirm your card or bank details to receive the pending refund.,Refund Scam
"Your refund request is approved, but financial details are missing.",Refund Scam
Enter your banking information to complete the refund transfer.,Refund Scam
Refund cannot be processed until the beneficiary account is verified.,Refund Scam
Your return payment is pending. Update the account details immediately.,Refund Scam
Provide your bank information so the refund can be released today.,Refund Scam
Your refund is ready for transfer after account confirmation.,Refund Scam
Confirm your payment destination to receive the outstanding refund.,Refund Scam
"Your job is approved, but pay the joining fee before training starts.",Fake Job
"Earn ₹5,000 daily from home after paying a refundable registration amount.",Fake Job
Your work-from-home application passed. Send the security deposit to activate your account.,Fake Job
No experience needed. Pay the onboarding fee to receive your first assignment.,Fake Job
"Bhai job confirm hai, bas registration fee jama karni hai.",Fake Job
Guaranteed remote income after you deposit the required activation amount.,Fake Job
Your job offer is ready. Transfer the verification fee to receive login credentials.,Fake Job
Earn money by completing simple tasks after paying the initial wallet top-up.,Fake Job
Your application was shortlisted. Pay the recruiter before the interview is waived.,Fake Job
Work-from-home vacancy with guaranteed earnings; submit the joining amount today.,Fake Job
"Congratulations, you have been selected. Purchase the starter package to begin work.",Fake Job
Online typing job available. Pay the refundable security amount to activate the role.,Fake Job
Your employee account will be created after you pay the onboarding charge.,Fake Job
Part-time job approved. Transfer the registration amount before your first task.,Fake Job
No interview required. Pay the verification deposit and start earning today.,Fake Job
Your remote job training requires a paid enrollment fee.,Fake Job
Earn daily by rating products after depositing the activation amount.,Fake Job
Your job application passed screening. Pay the processing fee to receive the contract.,Fake Job
Immediate hiring for home-based work. Security deposit required before joining.,Fake Job
Your selected position requires an upfront work-kit payment.,Fake Job
Work from home and earn guaranteed income after registration payment.,Fake Job
Your recruiter needs the onboarding fee before sending the task portal.,Fake Job
Selected for a high-paying online job. Pay the account activation charge now.,Fake Job
Part-time vacancy available with an upfront refundable deposit.,Fake Job
Your employee ID will be issued after the verification payment.,Fake Job
"Earn ₹3,000 per day by completing tasks after paying the starter amount.",Fake Job
Job confirmation is waiting for your registration fee.,Fake Job
Remote data-entry position approved. Pay the security amount before training.,Fake Job
Your work account requires a paid activation before tasks are unlocked.,Fake Job
Guaranteed job placement after a small processing payment.,Fake Job
"Congratulations, your number has won a cash prize in our promotional draw.",Lottery Scam
You have been selected as a lucky winner. Contact the claims team to receive your reward.,Lottery Scam
"Badhai ho, aap lucky draw winner hain. Claim your cash prize now.",Lottery Scam
Your mobile number was randomly selected for a special reward.,Lottery Scam
"You have won ₹50,000 in our customer appreciation promotion.",Lottery Scam
Your prize is reserved. Pay the small processing fee to release the winnings.,Lottery Scam
Congratulations! Your ticket has been selected for a large cash award.,Lottery Scam
Your number won the festival lucky draw. Contact us immediately to claim it.,Lottery Scam
You are one of today's selected prize recipients.,Lottery Scam
Your mobile number has won a promotional voucher.,Lottery Scam
A grand prize has been assigned to your winning entry.,Lottery Scam
Your lucky coupon was selected for a cash reward.,Lottery Scam
"Congratulations winner, your reward is waiting for claim processing.",Lottery Scam
You were selected from thousands of entries for a cash prize.,Lottery Scam
Your account has won a surprise promotional reward.,Lottery Scam
"Badhai, your number has been chosen for the annual lucky draw.",Lottery Scam
You have been selected for a prize. Pay the claim fee before release.,Lottery Scam
"Your winning entry qualifies for ₹75,000.",Lottery Scam
"Congratulations, your phone number won today's promotional reward.",Lottery Scam
Your prize claim has been approved. Contact the claims desk to proceed.,Lottery Scam
Your lucky draw reward is waiting for confirmation.,Lottery Scam
You have won a festival cash benefit from our promotional campaign.,Lottery Scam
Your number has been selected as a grand-prize winner.,Lottery Scam
Congratulations! A cash reward has been reserved for your winning number.,Lottery Scam
You are a winner in our nationwide promotional draw.,Lottery Scam
Your lucky draw prize is ready. Complete the claim process now.,Lottery Scam
Your number was picked for a special customer reward.,Lottery Scam
"Badhai ho, your promotional ticket has won a cash prize.",Lottery Scam
Your winning reward requires a small claim payment before release.,Lottery Scam
"Congratulations, you have been chosen as a prize recipient.",Lottery Scam
