text,label
KYC renewal notice: your account may be restricted if you do not act within a few hours.,KYC Scam
Please re-confirm your identity details for continued access to your wallet.,KYC Scam
Urgent KYC action required for your banking profile; open the verification page now.,KYC Scam
Your customer verification has expired according to this notice. Update your KYC immediately.,KYC Scam
Account compliance is incomplete. Submit your identity information through the link in this message.,KYC Scam
A KYC check is pending against your mobile number. Complete it now to prevent service suspension.,KYC Scam
"Madam KYC pending hai, details verify karo warna account hold ho sakta hai.",KYC Scam
Your wallet verification is incomplete. Finish the requested KYC steps today.,KYC Scam
Re-verification of your account is required immediately according to this message.,KYC Scam
A UPI collect request has been sent to you. Approve it to receive the money.,UPI Scam
Your merchant payment is waiting; accept the incoming UPI request to release the amount.,UPI Scam
Scan this QR and enter your UPI PIN to receive your cashback.,UPI Scam
Bhai payment receive karne ke liye collect request approve kar de.,UPI Scam
Your UPI transfer failed. Approve the new request in your app to complete it.,UPI Scam
A refund has been initiated through UPI. Accept the request to receive the amount.,UPI Scam
Please authorize the UPI request that appears on your phone to unlock the pending payment.,UPI Scam
You have an incoming UPI request. Confirm it now so the seller can send your money.,UPI Scam
"QR scan karke PIN daal do, payment tumhare account mein aa jayega.",UPI Scam
Your cashback cannot be credited until you approve the UPI collect request.,UPI Scam
The payment gateway needs you to accept this UPI request before the transaction finishes.,UPI Scam
A collect request for your pending order is waiting. Approve it immediately.,UPI Scam
"To receive the prize amount, scan the QR code and confirm the UPI request.",UPI Scam
Your UPI refund is on hold. Accept the request shown in your app.,UPI Scam
"Sir UPI request pending hai, accept karoge tabhi amount credit hoga.",UPI Scam
Confirm this UPI collect request to complete the verification payment.,UPI Scam
Your account has an unpaid transaction. Approve the UPI request to settle it.,UPI Scam
Scan the QR displayed here and enter your PIN to claim the transfer.,UPI Scam
The sender cannot release your money until you approve the UPI collect request.,UPI Scam
Please authorize this UPI payment request now; otherwise the amount will expire.,UPI Scam
We noticed a new login. Confirm your credentials on the verification page to keep the account active.,Phishing
Your webmail session needs confirmation. Sign in through the included page within the next few hours.,Phishing
Security notice: verify your username and password using the attached account portal.,Phishing
A login from an unfamiliar device was detected. Confirm your identity through the supplied sign-in page.,Phishing
Your online banking session has expired. Re-enter your credentials at the linked page.,Phishing
Account security check required. Sign in to review the unusual activity reported here.,Phishing
Your email storage is almost full; authenticate through the provided portal to prevent interruption.,Phishing
The security team requires you to confirm your account details using the button in this message.,Phishing
"Bhai account login issue hai, is page pe sign in karke verify kar.",Phishing
Your password needs confirmation because a new browser accessed the account.,Phishing
We detected suspicious activity. Open the verification page and authenticate your profile.,Phishing
Your account will remain under review until you confirm your login details through this portal.,Phishing
Please sign in through the enclosed page to validate the recent security alert.,Phishing
Your session could not be verified. Re-enter your account credentials using the supplied link.,Phishing
Security verification is pending for your mailbox. Authenticate now to restore normal access.,Phishing
An unusual device was detected on your profile. Confirm the account through the attached sign-in route.,Phishing
Your account protection check requires a fresh login through the provided page.,Phishing
Confirm your credentials now to review a reported login attempt on your account.,Phishing
Your online profile needs authentication after a recent security event. Use the included page.,Phishing
We need you to log in again through this verification page to prevent the account from being locked.,Phishing
"Congratulations, your mobile number has been selected for a cash prize in our promotional draw.",Lottery Scam
You have won a festival reward. Contact the claims desk to receive your prize.,Lottery Scam
Your number was picked in a lucky draw and you are eligible for a large cash award.,Lottery Scam
"Badhai ho, aap prize winner hain. Call the claims number to collect your reward.",Lottery Scam
A promotional lottery has selected your account for a surprise cash benefit.,Lottery Scam
You are among today's lucky winners. Pay the required processing amount before the prize is released.,Lottery Scam
Congratulations! Your ticket has won a reward in the national promotional draw.,Lottery Scam
Your phone number was randomly chosen for a valuable prize. Reply to start the claim.,Lottery Scam
Aapka naam lucky draw mein aaya hai aur aapne cash reward jeeta hai.,Lottery Scam
Your reward is waiting. A small registration payment is required to release the winning amount.,Lottery Scam
You have been selected as one of this month's prize recipients.,Lottery Scam
Great news: your mobile number won the grand promotional reward announced today.,Lottery Scam
Your lucky draw claim has been approved. Contact the prize department to proceed.,Lottery Scam
"Congratulations, you are eligible for a cash prize from our annual customer draw.",Lottery Scam
Your number has won a festival voucher. Complete the claim process to receive it.,Lottery Scam
"A prize of ₹75,000 has been reserved for your winning entry.",Lottery Scam
You are a selected winner in our customer appreciation lottery. Claim instructions will follow.,Lottery Scam
"Badhai, your lucky coupon has won a cash reward. Contact us immediately to claim it.",Lottery Scam
Your number was chosen from thousands of entries for a special promotional prize.,Lottery Scam
Congratulations winner! Pay the small claim fee and the prize will be dispatched.,Lottery Scam
Your parcel refund is pending. Confirm your bank information through the requested page to receive it.,Refund Scam
We could not complete your refund because account details need confirmation.,Refund Scam
Your cancelled order has a refund waiting; submit your banking information to release the money.,Refund Scam
Refund processing is paused. Provide the requested account details immediately.,Refund Scam
"Bhai courier refund ke liye bank details bhej do, amount release karna hai.",Refund Scam
A payment reversal is ready but your account information must be reconfirmed first.,Refund Scam
Your return refund could not be credited. Update the requested payment details to continue.,Refund Scam
The refund team needs your card or bank details before the money can be released.,Refund Scam
Your cash-back reversal is pending. Complete the verification requested in this message.,Refund Scam
Refund failed because the beneficiary information is incomplete. Submit it again now.,Refund Scam
A delivery refund is waiting for confirmation of your payment details.,Refund Scam
Your purchase refund is on hold; provide the requested financial information to process it.,Refund Scam
The merchant says your refund cannot be sent until you confirm the destination account.,Refund Scam
Refund notification: enter your account details to receive the outstanding amount.,Refund Scam
"Sir refund stuck hai, account number confirm kar do taaki paisa release ho.",Refund Scam
Your returned-item refund is ready. Verify the banking information supplied in this request.,Refund Scam
The refund department needs additional account information to complete your payment.,Refund Scam
Your order refund has been delayed because your beneficiary details require an update.,Refund Scam
Confirm your bank details now so the pending refund can be transferred.,Refund Scam
A refund amount is reserved for you but requires financial details before release.,Refund Scam
"We are hiring remote assistants. No interview is required, but a registration deposit is needed.",Fake Job
"Earn ₹4,000 daily from home by completing simple tasks; pay a small onboarding fee first.",Fake Job
Your profile has been shortlisted for a work-from-home role. Send the security deposit to begin.,Fake Job
Part-time data entry work is available with guaranteed income after an upfront payment.,Fake Job
"Bhai ghar se job hai, pehle refundable registration fee deni hogi.",Fake Job
"Congratulations, you have been selected for an online job. Purchase the starter package to activate your position.",Fake Job
"A remote typing position can pay you daily, but an advance verification charge is required.",Fake Job
No experience needed. Deposit ₹999 today and receive your work assignment immediately.,Fake Job
You can earn money by rating products from home. Pay the activation amount to unlock tasks.,Fake Job
Your application is approved for a high-paying remote job. Submit the joining fee before training.,Fake Job
We offer instant employment with guaranteed earnings after you pay the security amount.,Fake Job
Work from home and earn every day. A refundable wallet top-up is required before you start.,Fake Job
You have been selected for a customer support role. Send the registration fee to confirm your seat.,Fake Job
"Online job available urgently. No CV needed, but candidates must purchase the required work kit.",Fake Job
"Earn up to ₹6,000 a day by completing simple online tasks after depositing the initial amount.",Fake Job
Remote job offer: pay the verification charge and your employee account will be activated.,Fake Job
Your job application has passed screening. Transfer the onboarding amount to receive your login.,Fake Job
Part-time vacancy with guaranteed income; pay the recruiter before the first assignment.,Fake Job
"Bina experience ke work-from-home job, bas security deposit bharna hai aur aaj se kaam start.",Fake Job
You are selected for a home-based position. Complete the paid registration step to proceed.,Fake Job
