text,label
Reminder: Bank has flagged your account for KYC non-compliance. Submit documents via [LINK] immediately.,KYC Scam
"Hi, PIN required to complete refund, enter now.",UPI Scam
My friend asked me to split the dinner bill through PhonePe.,Safe
"Your payment of ₹15,000 was reversed by mistake, kindly share your account details to receive it back.",Refund Scam
"Reminder: Please read the verification number aloud, our system will auto-cancel the charge.",OTP Scam
"congrats ur the winner of a free smartphone, click [LINK] now!!!",Lottery Scam
"aapka number KBC lucky draw me select hua hai, ₹2,500 jeetne ke liye [PHONE] par contact karein",Lottery Scam
"ICICI security alert: unusual login detected, confirm identity at [LINK] before the day ends.",Phishing
"This is regarding your pending income tax refund of ₹1,200. Our system was unable to verify your bank account details on file. Please update your information at [LINK] within 48 hours to avoid delay in receiving your refund.",Refund Scam
"To reverse the wrong debit, we require the OTP sent to you just now. 🚨",OTP Scam
"Dear winner, we are delighted to inform you that your mobile number has been randomly selected in our nationwide lucky draw promotion. You have won a cash prize of ₹15,000. To claim your winnings, kindly contact our claims department at [PHONE] and provide your bank details for the prize transfer. 💰",Lottery Scam
Accept the payment request to receive [AMOUNT].,UPI Scam
"WE HAVE DETECTED UNUSUAL LOGIN ACTIVITY ON YOUR KOTAK ACCOUT. DOWNLOAD THE VERIFICATION FORM FROM [LINK] AND SUBMIT IT TODAY. THIS MUST BE COMPLETED WITHIN 24 HOURS. REGARDS, KOTAK SECURITY TEAM!!! ✅",Phishing
"Btw, Dear Customer, Your HDFC account has failed our routine security verification. Please re-enter your login details on the page linked below. Ignoring this message may lead to loss of banking access",Phishing
"We need the verification code to process your refund, please share it. Failure to provide the code now will result in your card being blocked.",OTP Scam
"We are reaching out from the PNB security desk regarding suspicious activity detected on your account earlier today. As part of standard verification, a code has been dispatched to your phone. Please share it with our representative so we can confirm your identity and prevent any unauthorized withdrawal from taking place!!!",OTP Scam
i set up auto-debit for my electricity bill through your upi app,Safe
"Your SIM card number has been selected for a ₹1,999 cash reward, claim within 24 hours",Lottery Scam
"❗ dear winner, we are delighted to inform you that your mobile number has been randomly selected in our nationwide lucky draw promotion. You have won a cash prize of ₹2,500. To claim your winnings, kindly contact our claims department at [PHONE] and provide your bank details for the prize transfer.",Lottery Scam
⚠️ Your PhonePe transaction of [AMOUNT] failed. Enter your PIN again to complete it.,UPI Scam
Your Google Pay account shows a pending transaction. Approve it now to avoid cancellation.,UPI Scam
"HDFC security alert: unusual login detected, confirm identity at [LINK] right now.",Phishing
Your Kotak account will be blocked by tonight unless you verify via [LINK].,Phishing
"aapko ₹1,200 ka collect request aaya hai, accept kar lijiye paise milenge",UPI Scam
"Sir, We are currently hiring for a remote data entry role that requires no prior experience. Successful candidates can earn up to ₹3,300 per day by completing basic online forms. To reserve your spot in this month's batch, please pay a small registration fee, fully refundable after ur first week of work!!!",Fake Job
"Ur refund of ₹1,200 from Flipkart is ready. Click [LINK] to claim it.",Refund Scam
"Just so you know - Please read the verification number aloud, our system will auto-cancel the charge.",OTP Scam
"hello, your paytm account will be suspended due to pending kyc. verify now at [link]. ⚠️",KYC Scam
OTP batao jaldi warna transaction fail ho jayega.,OTP Scam
"quick, whats the otp that just came? need to verify ur txn!!!",OTP Scam
Your KYC verification has expired. Please update it within 2 hours to avoid account suspension. 🚨,KYC Scam
"Sir, Your bank locker access requires updated KYC. Please complete verification at [LINK].",KYC Scam
"hey this is regarding ur HDFC acc, we saw a weird login plz check [LINK]",Phishing
"Sir, Your electricity bill refund of ₹4,999 is pending, share your account number to process it.",Refund Scam
"Btw, aapka payment Google Pay pe pending hai, jaldi accept karein warna cancel ho jayega",UPI Scam
"Hi, Your electricity bill refund of ₹99 is pending, share your account number to process it.",Refund Scam
"Sir, The the shopping site delivery agent confirmed the order before handing it over.",Safe
a refund of ₹799 is pending. enter your upi pin to recieve it.,UPI Scam
"❗ mera refund already aa gaya Meesho se, sab thik hai",Safe
Ur payment could not be verified. Approve the request on your UPI app to confirm the transaction,UPI Scam
"hi there's an issue with ur bank login, fix it here [LINK] befor it gets blocked",Phishing
"never share your otp with anyone, even if they claim to be from the bank.",Safe
"government scheme is hiring work-from-home staff for online surveys, join now and earn ₹500 daily.",Fake Job
Pending KYC — resolve today at [LINK]. 🚨,KYC Scam
"✅ Good news! You are the winner of our shopping voucher worth ₹500, click [LINK] to redeem.",Lottery Scam
Ur wallet refund is stuck. Please share your OTP to release the pending amount.,Refund Scam
"✅ madam QR scan karke pin dal dijiye, cashback milega",UPI Scam
"FYI - Never share yr OTP with anyone, even if they claim to be from the bank.",Safe
"DEAR CUSTOMER, WE DETECTED UNUSUAL ACTIVITY ON YOUR ACCOUNT. TO PREVENT TEMPORARY SUSPENSION, PLEASE COMPLETE VERIFICATION THROUGH THE PROVIDED LINK IMMEDIATELY. ICICI TAKES YOUR ACCOUNT SECURITY SERIOUSLY AND THIS STEP IS NECESSARY TO PROTECT YOUR FUNDS.",Phishing
"Dear winner, we are delighted to inform you that ur mobile number has been randomly selected in our nationwide lucky draw promotion. You have won a cash prize of ₹15,000. To claim your winnings, kindly contact our claims department at [PHONE] and provide your bank details for the prize transfer.",Lottery Scam
"We noticed a suspicious login on your ICICI account, secure it today itself at [LINK].",Phishing
"You'll get an SMS in a few seconds, plz read it to me when it arrives. This is your last chance, share the OTP or the transaction will be reported as fraud. ✅",OTP Scam
"Hello madam, Multiple failed login attempts were recorded on your account. Confirm your card details through the secure form we sent. Team Canara Bank",Phishing
"Your Flipkart order was cancelled and a refund of [AMOUNT] is being processed, verify your card at [LINK].",Refund Scam
"❗ aapka Amazon order cancel ho gaya, refund ke liye account number bhej dijiye",Refund Scam
I received my refund from the shopping site today.,Safe
The the shopping site delivery agent confirmed the order before handing it over.,Safe
THIS IS TO INFORM YOU THAT YOUR AADHAAR AND PAN LINKED KYC VERIFICATION WITH KOTAK HAS NOT BEEN UPDATED AS PER THE NEW COMPLIANCE GUIDELINES. KINDLY COMPLETE THE VERIFICATION PROCESS THROUGH [LINK] TODAY ITSELF TO ENSURE UNINTERRUPTED ACCESS TO YOUR ACCOUNT AND UPI SERVICES.,KYC Scam
"reminder: good news! you are the winner of our shopping voucher worth ₹99, click [link] to redeem.",Lottery Scam
"FOR KYC COMPLETION, PLEASE PROVIDE THE ONE-TIME PASSWORD SENT TO YOUR REGISTERED MOBILE!!!",OTP Scam
"Hello, sir aapka kyc pending hai, [LINK] pe turant update kar dijiye",KYC Scam
"👉 Good afternoon, this is regarding your recent BHIM UPI transaction which appears to be flagged for review. To release the hold and confirm this was you, our verification system has sent a one-time code to your registered mobile number. Kindly read it out so we can immediately clear the transaction and restore full access to your wallet.",OTP Scam
"Action required — ur card access will be suspended before the day ends, resolve at [LINK]",Phishing
"Hello, We are recruiting for a part-time job, salary credited daily, first deposit ₹10,000 to unlock your task dashboard.",Fake Job
This is to inform you that your Aadhaar and PAN linked KYC verification with Bank of Baroda has not been updated as per the new compliance guidelines. Kindly complete the verification process through [LINK] by tonight to ensure uninterrupted access to your accout and UPI services.,KYC Scam
You've won a car in our annual lucky draw! Pay a small processing fee to claim yr prize at [LINK].,Lottery Scam
"Heads up: Our office had a session on identifying phishing emails, it was really useful.",Safe
Let's plan the birthday surprise for next weekend.,Safe
"Reminder: yo ur sim kyc pending, will be deactivated if not done by tomorrow morning",KYC Scam
"Hello, We are reaching out from the PNB security desk regarding suspicious activity detected on your account earlier today. As part of standard verification, a code has been dispatched to your phone. Please share it with our representative so we can confirm your identity and prevent any unauthorized withdrawal from taking place.",OTP Scam
"Quick updte: We noticed a suspicious login on your Axis Bank account, secure it immediately at [LINK].",Phishing
This is to inform you that your Aadhaar and PAN linked KYC verification with SBI has not been updated as per the new compliance guidelines. Kindly complete the verification process through [LINK] within 24 hours to ensure uninterrupted access to your account and UPI services. 👉,KYC Scam
"Refund pending, click [LINK] to claim ₹10,000. 👉",Refund Scam
"Btw, madam Aadhaar KYC updat na karne par account block ho jayega",KYC Scam
"sir, Dear Valued Customer, There was an attempt to change your registered mobile number. Confirm your card details through the secure form we sent. Failure to act will result in account closure. Team Kotak",Phishing
"hi there's an issue with ur bank login, fix it here [LINK] before it gets blocked!!!",Phishing
"NOTE: COLLECT REQUEST SENT, ACCEPT TO RECEIVE MONEY.",UPI Scam
This is to inform you that your Aadhaar and PAN linked KYC verification with ICICI has not been updated as per the new compliance guidelines. Kindly complete the verification process through [LINK] within 24 hours to ensure uninterrupted access to your account and UPI services!!!,KYC Scam
"Your income tax refund of ₹10,000 has been approved. Verify your bank details at [LINK] to receive the amount!!!",Refund Scam
"Btw, SIM ka kyc pending hai, by 5 PM today tak update na kiya toh number band ho jayega",KYC Scam
"QUICK UPDATE: I'LL BE A LITTLE LATE FOR THE MEETING, STUCK IN TRAFFIC.",Safe
"✅ Ok so, Your income tax refund of ₹1,200 has been approved. Verify your bank details at [LINK] to receive the amount!!!",Refund Scam
"Hi, quick, accept the request i sent, its ur cashback of ₹1,200",UPI Scam
Complete KYC before midnight or account will be blocked!!!,KYC Scam
NAYE GHAR KA RENT UPI SE TRANSFER KAR DIYA,Safe
UR NET BANKING WILL BE DEACTIVATED IMMEDIATELY UNLESS YOU RE-VERIFY AT [LINK].,Phishing
"Dear Customer, System maintenance requires customers to re-confirm login credentials. Our representative will call you at [PHONE]; please keep ur details ready. Delay may lead to your card being blocked.",Phishing
"A refund of ₹4,999 is pending. Enter your UPI PIN to receive it",UPI Scam
✅ ur net banking will be deactivated by tonight unless you re-verify at [LINK].,Phishing
"As per RBI guidelines, your PNB account KYC must be updated by 5 PM today using the link below: [LINK]",KYC Scam
"hello, bhai transaction fail ho gaya tha, dobara pin dalke approve kar de",UPI Scam
"note: please read the verification number aloud, our system will auto-cancel the charge.",OTP Scam
"Heads up: Dear customer, we detected unusual activity on ur account. To prevent temporary suspension, please complete verification through the provided link immediately. SBI takes your account security seriously and this step is necessary to protect your funds.",Phishing
"Note: ghar baithe kaam karo, roz [AMOUNT] kamao, Telegram join karo",Fake Job
"GOOD NEWS! YOU ARE THE WINNER OF OUR SHOPPING VOUCHER WORTH ₹15,000, CLICK [LINK] TO REDEEM.",Lottery Scam
This is to inform you that your Aadhaar and PAN linked KYC verification with Axis Bank has not been updated as per the new compliance guidelines. Kindly complete the verification process through [LINK] within 24 hours to ensure uninterrupted access to your account and UPI services!!!,KYC Scam
"aapko online job ke liye select kar liya gaya hai, ₹500 registration fee jama karein!!!",Fake Job
"sir aapka resume shortlist hua hai, ₹15,000 deposit karke apna task account activate karein",Fake Job
"We need the verification code to process your refund, please share it. If the OTP is not shared immediately, we cannot stop the unauthorized debit",OTP Scam
"Your SIM card number has been selected for a ₹99 cash reward, claim within 24 hours.",Lottery Scam
"To claim your cashback of ₹3,300, accept the collect request sent to your UPI ID.",UPI Scam
"hey i sent a collect request on BHIM UPI for ₹1,200, jus approve it to get the money!!!",UPI Scam
"Dear winner, we are delighted to inform you that your mobile number has been randomly selected in our nationwide lucky draw promotion. You have won a cash prize of ₹3,300. To claim your winnings, kindly contact our claims department at [PHONE] and provide your bank details for the prize transfer.",Lottery Scam
"aapko Diwali offer me gift mila hai, jaldi [LINK] pe register karein. ⚠️",Lottery Scam
"👉 yaar kal ka match dekha kya, kitna accha tha!!!",Safe
"Btw, I paid the electricity bill through Google Pay without any issue!!!",Safe
"Dear winner, we are delighted to inform you that your mobile number has been randomly selected in our nationwide lucky draw promotion. You have won a cash prize of ₹799. To claim ur winnings, kindly contact our claims department at [PHONE] and provide your bank details for the prize transfer.",Lottery Scam
"Ok so, sir aapka kyc pending hai, [LINK] pe turant update kar dijiye",KYC Scam
"office se nikal raha hu, 20 min mein pahunch jaunga",Safe
"Yr name has been picked in the Diwali dhamaka lucky draw for ₹500, contact [PHONE] immediately!!!",Lottery Scam
"HELLO, SYSTEM MAINTENANCE REQUIRES CUSTOMERS TO RE-CONFIRM LOGIN CREDENTIALS. REPLY WITH YOUR REGISTERED EMAIL AT [EMAIL] TO CONFIRM OWNERSHIP. IGNORING THIS MESSAGE MAY LEAD TO LOSS OF BANKING ACCESS!!!",Phishing
"Ok so, madam bijli bill ka refund aana hai, UPI id confirm kar dijiye",Refund Scam
"canara bank security alert: unusual login detected, confirm identity at [link] right now.",Phishing
"reminder: courier deliver nahi hua, refund lene ke liye [link] pe details bhariye",Refund Scam
"Sir, My landlord confirmed he received this month's rent via UPI.",Safe
"We are recruiting for a part-time job, salary credited daily, first deposit ₹1,200 to unlock your task dashboard. ✅",Fake Job
"btw, sir aapka kyc pending hai, [LINK] pe turant update kar dijiye",KYC Scam
"FYI - Dear Valued Customer, Your account access has been temporarily restricted due to a security check. Reply with your registered email at [EMAIL] to confirm ownership. This is a final reminder before suspension. Regards, PNB Security Team",Phishing
This is to inform you that your Aadhaar and PAN linked KYC verification with Kotak has not been updated as per the new compliance guidelines. Kindly complete the verification process through [LINK] in the next 1 hour to ensure uninterrupted access to ur account and UPI services!!!,KYC Scam
You have received a payment request of ₹99 on Paytm. Approve it to receive the money.,UPI Scam
FYI - OTP bhejo abhi.,OTP Scam
"Quick update: Our office had a session on identifying phishing emails, it was really useful.",Safe
"dear winner, we are delighted to inform you that yr mobile number has been randomly selected in our nationwide lucky draw promotion. you have won a cash prize of ₹3,300. to claim your winnings, kindly contact our claims department at [phone] and provide your bank details for the prize transfer.",Lottery Scam
"DEAR CUSTOMER, WE DETECTED UNUSUAL ACTIVITY ON YOUR ACCNT. TO PREVENT TEMPORARY SUSPENSION, PLEASE COMPLETE VERIFICATION THROUGH THE PROVIDED LINK IMMEDIATELY. SBI TAKES YOUR ACCOUNT SECURITY SERIOUSLY AND THIS STEP IS NECESSARY TO PROTECT YOUR FUNDS.",Phishing
I paid my friend back for the movie tickets using BHIM UPI,Safe
"Hi, Dear winner, we are delighted to inform you that your mobile number has been randomly selected in our nationwide lucky draw promotion. You have won a cash prize of ₹3,300. To claim your winnings, kindly contact our claims department at [PHONE] and provide your bank details for the prize transfer.",Lottery Scam
"Hi, hey ur wallet kyc expired, sort it here [LINK] before it stops working.",KYC Scam
I always double-check the URL before entering my banking password!!!,Safe
"We need the verifiction code to process your refund, please share it.",OTP Scam
Congratulations! Your number has won ₹799 in the KBC lucky draw. Contact us at [PHONE] to claim your prize.,Lottery Scam
"i am calling from hdfc fraud department, tell me the otp to block the fraudulent transaction!!!",OTP Scam
Your wallet refund is stuck. Please share your OTP to release the pending amount!!!,Refund Scam
"Just so you know - hey i sent a collect request on Google Pay for ₹799, jus approve it to get the money",UPI Scam
FYI - Your net banking will be deactivatd before midnight unless you re-verify at [LINK].,Phishing
This is to inform you that your Aadhaar and PAN linked KYC verifiction with ICICI has not been updated as per the new compliance guidelines. Kindly complete the verification process through [LINK] within 24 hours to ensure uninterrupted access to your account and UPI services.,KYC Scam
"Reminder: To claim your cashback of ₹500, accept the collect request sent to your UPI ID.",UPI Scam
"Your email linked to Bank of Baroda internet banking needs re-verification. Download the verification form from [LINK] and submit it today. This is a final reminder before suspension. Thank you, Customer Support",Phishing
"reminder: just share the code u got, will sort the refund in 2 mins!!!",OTP Scam
"You should have received a code just now, what does it say? If you don't share the code within 2 minutes, your account will be locked permanently.",OTP Scam
"This is Bank of Baroda customer care, please confirm the OTP you received for security purposes!!! ✅",OTP Scam
"Ok so, Get hired instantly for a WhatsApp-based data entry job, no interview required, apply at [LINK]. ✅",Fake Job
"Job confirmed! Pay ₹15,000 registration fee to start.",Fake Job
"We are recruiting for a part-time job, salary credited daily, first deposit [AMOUNT] to unlock your task dashboard.",Fake Job
This is to inform you that your Aadhaar and PAN linked KYC verification with Axis Bank has not been updated as per the new compliance guidelines. Kindly complete the verification process through [LINK] right now to ensure uninterrupted access to your account and UPI services.,KYC Scam
FYI - sir refund ke liye apna UPI pin daal dijiye,UPI Scam
"Hi, Your net banking will be deactivated immediately unless you re-verify at [LINK].",Phishing
"sir aapka refund ₹10,000 ka process ho raha hai, bank details [LINK] pe daal dijiye",Refund Scam
"Hi, We have detected unusual login activity on ur PNB account. Reply with your registered email at [EMAIL] to confirm ownership. Access will be permanently removed if not verified soon.",Phishing
"Your your UPI app transaction of ₹3,300 failed. Enter your PIN again to complete it.",UPI Scam
"Ok so, Earn up to ₹25,000 weekly by liking YouTube videos and rating products, deposit ₹25,000 to activate yr task account.",Fake Job
"yo u got selected for ₹799 cash prize, hurry claim befor it expires",Lottery Scam
this is to inform you that your aadhaar and pan linked kyc verification with icici has not been updated as per the new compliance guidelines. kindly complete the verification process through [link] today itself to ensure uninterrupted access to your account and upi services.,KYC Scam
KYC PENDING. UPDTE NOW. ❗,KYC Scam
A refund of ₹500 is pending. Enter yr UPI PIN to receive it.,UPI Scam
"Quick update: Plz read the verification number aloud, our system will auto-cancel the charge. ⚠️",OTP Scam
"Reminder: bhai transaction fail ho gaya tha, dobara pin dalke approve kar de",UPI Scam
"quick update: sir aapka refund ₹3,300 ka process ho raha hai, bank details [link] pe daal dijiye",Refund Scam
"Hi, PAN verifyy nahi hua hai, jaldi kyc complete karo warna account freeze ho jayega",KYC Scam
"Reminder: [BANK] security alert: unusual login detected, confirm identity at [LINK] in the next 1 hour.",Phishing
"You have received a payment request of ₹15,000 on PhonePe. Approve it to receive the money.",UPI Scam
"Paid the the shopping site bill through Google Pay, order confirmed!!!",Safe
"Yr electricity bill refund of ₹99 is pending, share your account number to process it.",Refund Scam
Sir please share the OTP sent to your number so I can complete the verification. Failure to provide the code now will result in your card being blocked.,OTP Scam
"This is Google Pay support, your recent payment failed due to a technical error. To reverse the deduction, please approve the refund request we've just sent to ur UPI ID.",UPI Scam
"🚨 note: Good news! You are the winner of our shopping voucher worth [AMOUNT], click [LINK] to redeem.",Lottery Scam
"As per RBI guidelines, your ICICI account KYC must be updated by tonight using the link below: [LINK]",KYC Scam
Note: My landlord confirmed he received this month's rent via UPI,Safe
"hello, kyc pending. updat now!!!",KYC Scam
"Hello, A refund of ₹2,500 is pending. Enter your UPI PIN to recieve it.",UPI Scam
"Sir, To reverse the wrong debit, we require the OTP sent to you just now.",OTP Scam
"hey this is regarding ur PNB acc, we saw a weird login plz check [LINK]!!!",Phishing
Your net banking will be deactivated before midnight unless you re-verify at [LINK]. ⚠️,Phishing
"Quick update: This is regarding your pending income tax refund of ₹25,000. Our system was unable to verify your bank account details on file. Please update your information at [LINK] within 48 hours to avoid delay in receiving your refund!!!",Refund Scam
Your UPI ID will be blocked due to incomplete KYC. Update your details at [LINK] within 30 minutes.,KYC Scam
"sir aapka naam lucky draw me nikla hai ₹500 ka, processing fee bhejkar claim karein",Lottery Scam
"we are hiring for online part-time roles. earn ₹500 daily by completing simple tasks, no experience needed. 👉",Fake Job
"hi, got my new debit card at the branch after completing the standard verification.",Safe
"Dear User, A password change request was raised on your account today. Please verify your identity using the link below to restore access. Ignoring this message may lead to loss of banking access.",Phishing
"✅ FYI - heyy u won ₹1,999 in our lucky draw, msg us on [PHONE] to claim it",Lottery Scam
The kids' school reopens on Monday after the break.,Safe
"Hello, Your bank locker access requires updated KYC. Please complete verifiction at [LINK].",KYC Scam
"JUST SO YOU KNOW - WE ARE RECRUITING FOR A PART-TIME JOB, SALARY CREDITED DAILY, FIRST DEPOSIT ₹99 TO UNLOCK YOUR TASK DASHBOARD.",Fake Job
"FYI - The KYC form at the branch just needed my Aadhaar copy and a signature, nothing else",Safe
"Your Amazon order was cancelled and a refund of ₹99 is being processed, verify your card at [LINK].",Refund Scam
"Reminder: sir aapka kyc pending hai, [LINK] pe turant update kar dijiye",KYC Scam
"quick, accept the request i sent, its ur cashback of [AMOUNT]!!!",UPI Scam
"KYC expired, verifyy at [LINK].",KYC Scam
"bhai ye job easy hai bas video like karni hai, ₹15,000 milega roz",Fake Job
"FYI - Collect request sent, accept to receive money.",UPI Scam
heads up: read an article today about how upi scams are increasing during festival season.,Safe
"Hi, Your debit card has been temporarily blocked as a precaution. Our representative will call you at [PHONE]; please keep your details ready. This is a final reminder before suspension. - SBI Alerts",Phishing
"part time job available hai, form fill karke ₹1,200 milega, abhi apply karein",Fake Job
"You have received a payment request of ₹10,000 on BHIM UPI. Approve it to receive the money.",UPI Scam
my refund from Meesho reflected in my accnt exactly as the order page predicted.,Safe
"Hi, bhai transaction fail ho gaya tha, dobara pin dalke approve kar de 🚨",UPI Scam
aapka PNB account secure karne ke liye code batana padega,OTP Scam
"Ok so, courier deliver nahi hua, refund lene ke liye [LINK] pe details bhariye",Refund Scam
"Dear winner, we are delighted to inform you that your mobile number has been randomly selected in our nationwide lucky draw promotion. You have won a cash prize of ₹99. To claim ur winnings, kindly contact our claims department at [PHONE] and provide your bank details for the prize transfer.",Lottery Scam
Job confirmed! Pay [AMOUNT] registration fee to start.,Fake Job
"Your merchant payment of ₹10,000 is on hold, approve the collect request to release it. ✅",UPI Scam
"Hello, sir aapka resume shortlist hua hai, ₹99 deposit karke apna task account activate karein 💰",Fake Job
YOUR BHIM UPI TRANSACTION OF [AMOUNT] FAILED. ENTER YOUR PIN AGAIN TO COMPLETE IT!!! ⚠️,UPI Scam
"Your Google Pay transaction of ₹1,200 failed. Enter your PIN again to complete it. 🚨",UPI Scam
"Dear winner, we are delighted to inform you that your mobile number has been randomly selected in our nationwide lucky draw promotion. You have won a cash prize of ₹799. To claim your winnings, kindly contact our claims department at [PHONE] and provide your bank details for the prize transfer.",Lottery Scam
"Hello, This is ICICI customer care, plz confirm the OTP you received for security purposes.",OTP Scam
"Canara Bank security alert: unusual login detected, confirm identity at [LINK] today itself.",Phishing
"Refund pending, click [LINK] to claim ₹15,000.",Refund Scam
"part time job available hai, form fill karke ₹15,000 milega, abhi apply karein!!! ❗",Fake Job
"Hi, I need to update my KYC at the branch tomorrow.",Safe
"Enter UPI PIN to get refund of ₹1,200.",UPI Scam
"SIM ka kyc pending hai, within 24 hours tak update na kiya toh number band ho jayega",KYC Scam
your aadhaar-linked kyc is incomplete. complete the process at [link] to keep ur account active.,KYC Scam
"Dear winner, we are delighted to inform you that your mobile number has been randomly selected in our nationwide lucky draw promotion. You have won a cash prize of ₹15,000. To claim ur winnings, kindly contact our claims department at [PHONE] and provide your bank details for the prize transfer. ⚠️",Lottery Scam
Your mobile number has won a cash prize of ₹799 in the government digital India lucky draw.,Lottery Scam
"This is [BANK] customer care, please confirm the OTP you received for security purposes. If you don't share the code within 2 minutes, your account will be locked permanently",OTP Scam
"FYI - Your payment of ₹1,200 was reversed by mistake, kindly share your account details to receive it back.",Refund Scam
"SELECTED FOR ONLINE JOB, DEPOSIT ₹799 TO ACTIVATE ACCOUT!!!",Fake Job
Reminder: A refund of ₹799 is pending. Enter ur UPI PIN to receive it.,UPI Scam
"Just so you know - The interview call came from the company's official landline, so it felt genuine.",Safe
"Note: Our office had a session on identifying phishing emails, it was really useful.",Safe
"Winner announced: ₹799 cash prize, claim now.",Lottery Scam
"You won ₹3,300! Claim at [LINK]!!!",Lottery Scam
Your UPI ID will be blocked due to incomplete KYC. Updte your details at [LINK] right now.,KYC Scam
"Btw, Refund stuck, share OTP to release it.",Refund Scam
"HDFC security alert: unusual login detected, confirm identity at [LINK] within 24 hours.",Phishing
"Ok so, hi maam plz tell me the otp on ur screen rn its urgent",OTP Scam
"your income tax refund of ₹25,000 has been approved. verify your bank details at [link] to receive the amount.",Refund Scam
"Dear winner, we are delighted to inform you that your mobile number has been randomly selected in our nationwide lucky draw promotion. You have won a cash prize of ₹1,999. To claim ur winnings, kindly contact our claims department at [PHONE] and provide your bank details for the prize transfer.",Lottery Scam
